0;3033.50719677
100;3018.51198037
200;3062.51839009
300;3058.52051415
400;3055.53107886
500;3057.51385137
600;3041.50391605
700;3085.51805083
800;3052.51202262
900;3039.51566719
1000;3033.51856598
1100;3053.50598533
1200;3024.50502365
1300;3076.51074158
1400;3062.51235667
1500;3080.51961355
1600;3041.51924442
1700;3030.50882689
1800;3060.50972702
1900;3081.51013392
2000;3035.51443191
2100;3048.50452606
2200;3027.5102678
2300;3028.51025086
2400;3079.52602793
2500;3055.52195006
2600;3038.51183596
2700;3057.51381063
2800;3035.49738093
2900;3039.50987015
3000;3053.51135357
3100;3064.50433009
3200;3046.50815702
3300;3034.51226177
3400;3045.49314616
3500;3053.51437852
3600;3057.49853265
3700;3096.52081211
3800;3056.51232334
3900;3043.52798997
4000;3029.51394319
4100;3040.51463568
4200;3051.52075265
4300;3083.51432093
4400;3073.522049
4500;3053.51596702
4600;3058.52316071
4700;3057.50908097
4800;3043.51388579
4900;3046.50546428
