0;3053.52502613
100;3165.53066032
200;3210.53766932
300;3244.54330133
400;3272.55145354
500;3283.54774178
600;3291.54251682
700;3293.55219242
800;3293.55225606
900;3293.55236484
1000;3293.55236484
1100;3293.55236484
1200;3293.55236484
1300;3293.55236484
1400;3293.55236484
1500;3293.55236484
1600;3293.55236484
1700;3293.55236484
1800;3293.55236484
1900;3293.55236484
2000;3293.55236484
2100;3293.55238945
2200;3293.55238945
2300;3293.55238945
2400;3293.55238945
2500;3293.55238945
2600;3293.55238945
2700;3293.55238945
2800;3293.55238945
2900;3293.55239197
3000;3293.55239197
3100;3293.55239197
3200;3293.55239197
3300;3293.55239197
3400;3293.55239197
3500;3293.55239197
3600;3293.55239197
3700;3293.55239197
3800;3293.55239197
3900;3293.55239197
4000;3293.55239197
4100;3293.55239197
4200;3293.55239197
4300;3293.55239197
4400;3293.55239197
4500;3293.55239197
4600;3293.55239197
4700;3293.55239197
4800;3293.55239197
4900;3293.55239197
5000;3293.55239197
5100;3293.55239197
5200;3293.55239197
5300;3293.55239222
5400;3293.55239222
5500;3293.55239222
5600;3293.55239222
5700;3293.55239222
5800;3293.55239222
5900;3293.55239222
6000;3293.55239222
6100;3293.55240124
6200;3293.55240124
6300;3293.55240124
6400;3293.55240124
6500;3293.55240124
6600;3293.55240124
6700;3293.55240124
6800;3293.55240124
6900;3293.55240124
7000;3293.55240124
7100;3293.55240124
7200;3293.552404
7300;3293.552404
7400;3293.552404
7500;3293.552404
7600;3293.552404
7700;3293.552404
7800;3293.552404
7900;3293.552404
