0;3033.51089346
100;3103.52751796
200;3103.52529792
300;3080.52340583
400;3139.532733
500;3078.51116415
600;3120.52384981
700;3076.50718716
800;3098.52586157
900;3098.53229674
1000;3077.52024514
1100;3071.51641508
1200;3091.52406782
1300;3098.52661064
1400;3076.51731896
1500;3071.52082585
1600;3115.5252532
1700;3071.51347819
1800;3111.52770783
1900;3077.51727845
2000;3108.52992001
2100;3075.52411854
2200;3105.52719867
2300;3090.51787678
2400;3119.51999641
2500;3126.52845027
2600;3092.52599567
2700;3093.52823963
2800;3092.52513368
2900;3100.52523124
3000;3107.52803105
3100;3107.52308884
3200;3084.52714292
3300;3110.52576457
3400;3118.52726913
3500;3099.52626441
3600;3084.51827456
3700;3085.51275369
3800;3081.51666154
3900;3062.51914017
4000;3071.5204279
4100;3098.51588981
4200;3094.53533873
4300;3116.5286755
4400;3090.5277241
4500;3085.52259285
4600;3067.50635625
4700;3074.52540075
4800;3069.50700348
4900;3084.52028357
